QueryId,Query,Label
70810,Paddy weed control,Weed Management
70809,information regarding control of stem borer and hopper in paddy?,Fertilizer Use and Availability
70807,information regarding to weather Weather  in Jhajjar ?,Varieties
70826,ASKING ABOUT CONTROL OF ROOT ROT IN WATERMELON.,Plant Protection
70792,information about bottle  gourd ....?,Plant Protection
52936,Flower drop control in mango ?,Plant Protection
70771,Asking about root rot disease management in groundnut,Plant Protection
70770,Asking about Suitable ragi varieties in Chithiraipattam,Varieties
70769,"pls, tell me weather information for sahabad?",Weather
70768,tell me  disease control in groundnut,Plant Protection
52940,asked about athur regulated market contact number,Nutrient Management
70767,growth proter of paddy ?,Cultural Practices
52941,tell me contact number of parbhulal ji saini ?,Government Schemes
70766,asking about need for coconut seedlings,Cultural Practices
52942,Information regarding to weed control of paddy crop ?,Weed Management
52943,Asking about Top fertilizer management in Tomato,Nutrient Management
70765,Weed control of sugarcane crop.....?,Weed Management
70764,RAINFALL FORECAST IN ULUNDA(SONEPUR) DIST,Varieties
70763,disease problem in pointed gourd ?,Plant Protection
70762,Plant protection in Ash gourd ......?,Plant Protection
70761,asking about flower shed management in cashew,Nutrient Management
70760,onion seeds availability information,Nutrient Management
70759,WILT OF ONION,Plant Protection
70772,ASKING ABOUT MARKET PRICE OF POTATO IN CHAMPADANGA MARKET,Market Information
52935,farmer want to know information about govt. schemes? recommended for to know about govt. schemes please contect rural agriculture extension officer ..,Weather
70773,Asking about Basal fertilizer management for sugarcane,Fertilizer Use and Availability
70774,Weather information of Meert?,Weather
70790,information regarding weather of mandi ?,Varieties
70789,ASKED ABOUT MARKET RATE OF DRUMSTICK  ?,Market Information
70788,ASKING ABOUT MICRO NUTRIENT SPRAY IN ONION,Cultural Practices
70787,TELL ME  SUBSIDY ON PIPE LINE ?,Government Schemes
70786,TELL ME FLOWER DROP CONTROL IN GUAVA,Nutrient Management
70785,Farmer want to know information about weather of your  district?,Weather
70784,asking about shoot borer in brinjal,Plant Protection
52937,TELL ME WHITE GRUB CONTROL IN GROUNDNUT ?,Plant Protection
70782,Farmer need information regarding control measures of caterpillars in soyabean?,Plant Protection
70781,Asked about Kallakurichi maize market information,Market Information
70780,TELL ME CONTROL OF INSECT IN TOMATO ?,Plant Protection
70779,plantation season of soybean ?,Cultural Practices
70778,alterneria in apple ?,Weather
70777,coimbatore weather Report,Nutrient Management
70776,TELL ME ABOUT VARIETY OF POMEGRANATE,Nutrient Management
52938,DISEALE SUBSIDY,Weather
70775,TELL ME APHID CONTROL IN TINDA,Plant Protection
52939,Asking about weather report for Kancheepuram district,Weather
70827,nutrient management in  sponge gourd,Nutrient Management
70829,TELL ME ABOUT PEST CONTROL IN CUMIN,Plant Protection
70830,leaf spot in chilli?,Weather
70880,farmer want to know information about  weather of khandwa district ?,Weather
70879,weather information bardah azamgarh?,Weather
70878,shoot borer in paddy crop ..?,Field Preparation
70877,TELL ME BACTERIAL BLIGHT DISEASE CONTROL IN GUAR ?,Plant Protection
70876,WEATHER REPORT OF SHYAMPUR,Weather
70875,ASKING ABOUT CONTROL OF ROOT ROT IN ONION,Plant Protection
70874,Information regarding how to control mixed weeds in wheat crop ?,Fertilizer Use and Availability
70873,TELL ME CONTROL OF LEAF FOLDER IN FYCUS PLANT,Plant Protection
70872,farmer want to know information about update of registration of market information?,Market Information
70871,Mausam sambandhit kaunsa app mobail me downlod Karen ?,Government Schemes
70870,"WEATHER REPORT OF MAYNAGURI,Jalpaiguri DISTRICT.",Weather
70869,information about weather of Deoria ?,Weather
70868,information regarding  weather  in  hissar ?,Field Preparation
70867,MICRONUTRIENT DEFICIENCY OF BENGAL GRAM.,Nutrient Management
70866,PLZ TELL EM CONTROL OF APHIDS IN WHEAT,Plant Protection
70865,TELL ME ABOUT  INSECT CONTROL IN COTTON,Plant Protection
52909,Asking about pollachi weather report,Weather
70881,weather  information in lucknow ?,Government Schemes
70864,Aonla tree flower drop ?,Cultural Practices
70882,Tirupur today weather Report,Nutrient Management
70884,TELL ME WHITE GURB CONTROL IN GROUNDNUT,Weather
70900,nutrient use in paddy crop ...?,Nutrient Management
70899,Information regarding weatherin Panchkula ?,Weather
70898,YELLOW LEAF OF PADDY NARSERY ?,Nutrient Management
70897,DISEASE PROBLEM IN PEA,Plant Protection
52908,TELL ME ABOUT YELLOWING CONTROLE IN garlic,Plant Protection
70896,varieties of radish of Bhiwani ?,Cultural Practices
70895,asking about Thiruvannamalai weather report,Weather
70894,leaf spot in cauliflower ..?,Plant Protection
70893,asking about sesamum foliar spray management,Nutrient Management
70892,fertilizer usre in paddy.....?,Fertilizer Use and Availability
70891,powdary mildew on ridge gourd?,Plant Protection
70890,farmer want to know information about weather forecast in indore  district?,Weather
70889,Asking about MN deficiency in sugarcane,Nutrient Management
70888,What is way of management of rat?,Plant Protection
70887,ASKING ABOUT WEATHER REPORT OF GANGARAMPUR  BLOCK IN DINAJPUR (SOUTH) DISTRICT,Weather
70886,insect  control in petha ..?,Plant Protection
70885,paady crop growth information..?,Fertilizer Use and Availability
70883,Farmer need weather   information of chhindwara district  of madhya pradesh.?,Weather
52910,ASKING ABOUT CONTROL OF FRUIT BORER IN CHILLIES.,Plant Protection
70863,asking about White gingelly market rate in Sivagiri,Market Information
70862,TELL ME FERTILIZER IN JAMUN,Fertilizer Use and Availability
70844,Farmer want to know information about grouth of flower?,Government Schemes
52919,Leaf curl problem in chillies ?,Plant Protection
70842,MARKET RATE OF GREEN GRAM ?,Market Information
70841,MICRO-NUTRIENTS APPLICATION IN GROUNDNUT.,Fertilizer Use and Availability
52920,leaf folder control in paddy.?,Plant Protection
70840,farmer want to know information about Field preparation of Onion crop?,Field Preparation
70839,Asking about mealy bug management  in brinjal,Plant Protection
70838,Asking about Banana Major Markets in Tamil Nadu,Market Information
70837,WEATHER REPORT IN BIRBHUM DISTRICT,Weather
52921,TELL ME VARITIES OF PAPAYA ?,Plant Protection
70836,Information regarding weather in NUH?,Weather
52922,leaf hopper in moong bean?,Plant Protection
52923,weed management in maize,Weed Management
70834,TELL ME VARIETY OF BOTTLE GOURD,Varieties
70833,Fungus problem in sugercane crop..?,Plant Protection
70832,information regarding how to control of termite in sugarcane ?,Cultural Practices
70831,TELL ME WHITEFLY CONTROL IN BER ?,Plant Protection
70845,asking about Downey mildew management in chilli,Plant Protection
70846,information regarding of mushroom ?,Government Schemes
70847,Species of Capsicum,Cultural Practices
52918,Asking about Small onion market forecasting details,Market Information
70861,plantation time of bambu ?,Cultural Practices
70860,Asking about weather forecast Parbhani Tahsil ?,Weather
70859,YELLOW STEM BORER IN PADDY,Plant Protection
70858,asked about attack of acaterpiller,Plant Protection
70857,TELL ME FRUITS KAREKING IN LEMON,Plant Protection
70856,Farmer wants to weather information of Your rajgarh  district ?,Weather
70855,TELL ME WEATHER INFORMETION,Fertilizer Use and Availability
70854,TELL ME ABOUT CONTROL OF GRAM POD BORER ?,Plant Protection
70758,CHILLI LEAF BLIGHT CONTROL,Plant Protection
70853,ASKED ABOUT FERTILIZER DOSE FOR CHILLI ?,Plant Protection
70852,downy mildew and pest problem in bajra ?,Plant Protection
52913,leaf curl attack in capsicum?,Plant Protection
52914,growth of wheat .?,Fertilizer Use and Availability
70850,regarding flyspeck  and quality and colour  development of apple?,Plant Protection
52915,"plz, tell me weather information for koilsa?",Weather
52916,Shoot borer problem in Sugarcane ?,Plant Protection
70849,Weed management in paddy crop....?,Weed Management
52917,Weed control management in paddy crop ?,Weed Management
52912,information regarding for spray schedule leaf miner tomato?,Cultural Practices
70757,TELL ME ABOUT INSECT CONTROL IN WATERMELON ?,Plant Protection
70756,farmer asking weather information-,Weather
70755,Information regarding to weather of MEWAT  ?,Weather
70660,Crop protection in mustard?,Plant Protection
52964,plant protection of gram ?,Field Preparation
70659,INFORMATION REGARDING TOSUNDI CONTROL IN COTTON ?,Plant Protection
70658,asked about sugarcane foliar application information,Nutrient Management
70657,Asking about Cheyyar KVK contact number,Government Schemes
70656,khaira disease in paddy nursery,Cultural Practices
70655,ASKING ABOUT CONTROL OF FOOT ROT IN CABBAGE,Plant Protection
52966,Asked about fertilizer dose of sugarcane  ?,Fertilizer Use and Availability
70654,MARKET RATE OF ONION  ?,Market Information
70653,TELL ME CONTROL CITRUS CILLA  IN LEMON,Plant Protection
70652,TELL ME YELLOWING CONTROL IN BHINDI ?,Plant Protection
70651,Asked about cultivation?,Cultural Practices
52968,information about weather of,Weather
52969,plant protection of jack fruit.....?,Plant Protection
70650,Asking about Tamarind nutrient management,Nutrient Management
70649,Disease problem in Garlic crop ....?,Plant Protection
52970,Gummosis management ?,Nutrient Management
70661,information for trips insect in brinjaal crop?,Nutrient Management
70648,Information regarding control of fruit drop in tomato?,Plant Protection
70662,Asked about tomato seeds availability information,Nutrient Management
70664,pokkaboing problem in sugarcane ..?,Plant Protection
70680,Asked about Villupuram ragi market information,Market Information
70679,Information regarding control thrips / white fly in cotton crop ?,Plant Protection
70678,TELL ME INSECT CONTROL IN GREEN GRAM,Plant Protection
70677,TELL ME INSECT CONTROL IN CHILLY  ?,Plant Protection
70676,TELL ME ROOT ROT CONTROLE IN CAULIFLOWER ?,Plant Protection
70675,TELL ME CONTACT NUMBER RAJFED ADHIKARI,Field Preparation
70674,REAPER INFORMATION,Cultural Practices
70673,TELL ME CONTROL OF INSECT IN CHILLIES ?,Plant Protection
70672,Asked about vellore groundnut market rate,Nutrient Management
70671,Species of bitter gourd,Plant Protection
70670,farmer want to know about weather information for badarwas tehshil shivpuri ditrsict?,Weather
70669,FLOWER DROP ON brinjal ?,Plant Protection
70668,Farmer wants to know about Weather forecasting for Guna district of Madhya Pradesh?,Weather
70667,Weather infWeather information ?,Weather
52962,PADDY LEAF BLIGHT MANAGEMENT,Plant Protection
70666,Asking about Cotton top dressing management,Nutrient Management
70665,???? ??????? ?? ??? ???? ?????? ?? ???  ????? ??  ??? ??????? ???? ?? farmer want to know information about weather information in district?,Weather
52963,plant protection in paddy .....?,Plant Protection
70647,Asking about White fly and fruit borer in brinjal,Plant Protection
70646,ASKED ABOUT PHONE NO.OF EXPERT?,Market Information
70645,farmer want to know information about weather information in datia district?,Weather
70622,Asking about villupuram today weather report,Weather
70621,information urd ?,Plant Protection
70620,about market information ..?,Plant Protection
70619,Tell me about Weather information of mirzapur?,Weather
52973,Asking about blackgram TNAU foliar application,Nutrient Management
70618,CoS 60269 sugarcane variety details...?,Varieties
70617,growth information in pointed gourdc rop,Cultural Practices
70616,asking about turmeric market rate in Perundurai,Market Information
70615,Asking about Downy mildew management in Muskmelon,Plant Protection
70614,asked about soybean variety ?,Market Information
52974,Asking about hortcitulre office contact number,Market Information
70613,asking about Thiruvannamalai district ADA office contact number,Varieties
70612,DHAN ME WEED CONTROL......?,Weed Management
52975,Asking about leaf Caterpillar management in jasmine flower,Plant Protection
70610,CHITRAKOOT WEATHER...?,Weather
70609,jassids insect in  coottan ?,Plant Protection
70608,Farmer wants to know information about how to increase growth of maize crop ?,Fertilizer Use and Availability
70623,wheather information,Weather
70624,TELL ME INSECT CONTROL IN  SOYABEAN,Plant Protection
52972,Asking about top fertilizer management for mango,Nutrient Management
70625,"ASKING ABOUT THE WEATHER REPORT OF MURARAI-1 BLOCK,BIRBHUM.",Weather
70644,Control of Leaf eating caterpillar in Green gram,Plant Protection
70643,TELL ME MITE CONTROL IN CHILLI,Plant Protection
70642,Asked about attack of sucking pest on black gram ?,Plant Protection
70641,yellow leaf of chillies crop ?,Plant Protection
70640,Asking about weather forecast Nilanga Tahsil?,Weather
70639,Asking about Cocoon Price of dharmapuri,Market Information
70638,INFORMATION REGARDING CONTROL OF FRUIT-FLY ON GUAVA ?,Plant Protection
70637,asking about villupuram cotton market rate,Market Information
70681,Farmer want to know information about increasing more flowering ?,Nutrient Management
70636,ASKED ABOUT FLOWER DROPPING IN COTTON ?,Nutrient Management
70634,Asked about carrot season of sowing,Nutrient Management
70633,Plant protection in paddy....?,Plant Protection
70632,information of wheat crop...?,Weed Management
70631,problum of onion grouth.....?,Fertilizer Use and Availability
70630,HOW I DO SEED TREATMENT?,Field Preparation
70629,Farmer needs information regarding weather information for satna district of state Madhya pradesh?,Weather
70628,Wether information of Gazipur?,Weather
70626,Farmer want to know information about How to control of fungal attack in french beans  crop?,Plant Protection
52971,Asked about preventive measures on control of boll worm on cotton ?,Plant Protection
70901,farmer want to know information about  weather of your Harda district ?,Weather
70682,asking about black gram market rate in Sankarankovil,Market Information
70683,Tell me about weather informatin..... ?,Weather
70739,ASKING ABOUT WEATHER(RAIN FALL) REPORT IN BANKURA DISTRICT.,Weather
70738,TELL ME ABOUT WEED CONTROL IN STENDING CROP OF  COTTON ?,Weed Management
70737,Farmer needs information regarding how to control over growth in soybean  crop?,Cultural Practices
70735,TELL ME WEATHER EPORT IN BHILWARA,Weather
70734,Asking about Tiruvarur weather Report,Weather
70733,"Asking about Dhaincha sowing season and seeds rate , spacing , harvest , yield",Cultural Practices
70732,weater for information,Weather
52953,Asking about Soyabean seeds availability,Nutrient Management
70731,TELL ME CONTROL OF ROOT WEEVIL IN PADDY,Plant Protection
70730,weather......?,Weather
70729,"Information regarding how to control leaf curl or white fly,aphid,mosaic virus in cotton crop ?",Plant Protection
52954,Plant protection in maize ?,Plant Protection
70727,TELL ME DISEASE CONTROL OF GROUNDNUT ?,Plant Protection
70726,ask about weed management,Field Preparation
70725,TELL ME ABOUT CONTACT TO AG DEPTT. OF YOUR DISTT.,Government Schemes
70724,Prevention of flower dropping in pomegranate ?,Plant Protection
70723,nutrient management in mango tree.,Nutrient Management
70740,Asking about weather detail in Cuddalure,Weather
70722,aphid problem ?,Plant Protection
52952,foliar spray of urea?,Nutrient Management
70743,Farmer needs information regarding how to control white fly inUrd bean crop?,Plant Protection
70754,bhendi basal fertilizer management,Nutrient Management
52944,information regarding weather of haroli ?,Weather
52945,TELL ME CONTROL PATTI DHABBA IN JAWAR,Plant Protection
70753,Asking about weather report for Villupuram,Weather
52946,TELL ME ABOUT WEED CONTROLE IN SOYBEAN ?,Weed Management
52947,flower dropping problem in karauda ?,Cultural Practices
70752,ASKING ABOUT HOW TO AVAIL A TRACTOR OR OTHER MACHINERY FROM THE DEPTT OF AGRICULTURE.,Government Schemes
52948,black rot.....?,Plant Protection
70751,TELL ME INSECT CONTROL IN ROSE ?,Plant Protection
70750,Farmer needs information regarding weather information for rajgarh district of state Madhya pradesh?,Weather
70749,disease and insect control in brinjal ?,Plant Protection
70748,ASKING ABOUT CONTROL OF MITES IN POTATO.,Plant Protection
70747,asking about soil test laboratory  information,Weather
52950,TEST AMS,Weather
52951,Asking about jasmine sprinkler irrigation subsidy information,Government Schemes
70745,ASKING ABOUT CONTROL OF RED SPIDER MITE IN POINTED GOURD,Plant Protection
70744,"pls, tell me  weather information for tahrouli?",Weather
70742,rigde gourd fruit fly management,Plant Protection
52955,asking about Fruit borer management in chilli,Plant Protection
52956,SUCKING PEST IN ONION,Plant Protection
70720,ASKING ABOUT THE WEATHER REPORT OF SALBONI BLOCK IN MIDNAPUR(WEST) DISTRICT,Weather
70698,Asking about agri engineering department address,Varieties
52958,Asked about tiruvannmalai  weather report information,Weather
70696,farmer want to know information  about weather information at betul district in mp ?,Weather
70695,information of gover scheme....?,Government Schemes
70694,TELL ME discount information in KCC loan.,Market Information
70693,Information regarding how to control flower/fruit droping in cotton crop ?,Cultural Practices
70692,Plant protection in Bitter Gourd?,Plant Protection
52959,WANT TO KNOW ABOUT PLANT TO PLANT DISTANCE OF BANANA.,Cultural Practices
70691,TELL ME DIE BACK CONTROL IN LEMON ?,Plant Protection
70690,asking about beans foliar spray management,Nutrient Management
70689,asking about dry chilli Major markets in Tamil Nadu,Market Information
70688,Asking about Jasmine planting spacing,Fertilizer Use and Availability
70687,farmer want to know information about control of flower and fruit drop in pomegranate ?,Nutrient Management
52960,ASKING ABOUT CONTROL OF LITTLE LEAF OF BRINJAL,Plant Protection
70686,TELL ME ABOUT THE INSECT CONTROL IN MOTH ?,Plant Protection
70685,Leaf roller,Plant Protection
70684,Farmer need information regarding control measures of fungal attack in SOYBEAN crop?,Plant Protection
70699,sugercane termites control..?,Plant Protection
70700,poplar information ....?,Plant Protection
70701,"pls, tell me weather information for jaswantnagar?",Weather
70702,Asking about sowing season for Chilli,Cultural Practices
70719,Farmer wants  to  know information about  weather  of khargone district?,Weather
70718,Shoot borer problem of Sugarcane ?,Plant Protection
70717,information of weather....?,Fertilizer Use and Availability
70716,Asked about control of bollworm attack in cotton crop ?,Plant Protection
70715,Asking about foliar spray for rose,Nutrient Management
70714,"pls, tell me weather information for orai?",Weather
70713,seed problem ?,Government Schemes
70712,TELL ME CONTROL OF STEM BORAR IN PADDY,Plant Protection
52961,ASKING ABOUT WEATHER REPORT OF NABADWIP BLOCK IN NADIA DISTRICT,Weather
70711,Mili bug in mango crop ?,Plant Protection
70710,Weather infrmation of Hathras ?,Weather
70709,TELL ME ABOUT INSECT CONTROL IN NEEM ?,Plant Protection
70708,Farmer need weather information of shahdol district of madhya pradesh ?,Weather
70707,tell me insect control in capcicum,Plant Protection
70706,TERMITES CONTROL IN PADDYC ROP,Plant Protection
70705,Farmer want to know information about weather of sehore district?,Weather
70704,TELL ME MICRO NUTRIENT MANAGEMENT JACK Fruit ?,Nutrient Management
70703,asking about Dindigul district Regulated Market committee contact number,Market Information
52957,TELL ME ABOUT THE CONTROL OF ROOT ROT IN CHILLIES ?,Plant Protection
70902,cutworm problem in gram .,Plant Protection
70903,TELL ME TERMITR CONTROL IN ISABGOL,Plant Protection
70904,plant protection corient,Plant Protection
52857,farmer want to know how to control termite in paddy field ?,Plant Protection
71105,Asking about date of agri index 2018 in codissia,Government Schemes
71104,INFORMATION ABOUT WEATHER OF bulandshhar ?,Weather
71103,Control of Stem borer in Maize,Plant Protection
71102,Mg nutrient deficiency management,Nutrient Management
52858,WEATHER REPORT?,Weather
71101,foliar spray for chili ?,Nutrient Management
71100,Ask about pre emergence herbicide,Weed Management
71099,how to Control fruit cracking in tomato ?,Cultural Practices
71098,weather information of derwa pratapgarh?,Weather
71097,ASKING ABOUT MARKET INFORMATION IN POTATO.,Market Information
71096,TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN GUAVA,Plant Protection
71095,Rotting problem pointed gourd,Plant Protection
71094,Information regarding weather in kurshetra. ?,Weather
71093,information regarding control of yellowing in bottle gourd?,Plant Protection
71092,"Plz, Give me weather information district bulandshahar block in khurja ?",Weather
71091,TELL ME CONTACT NUMBER OF PANT KRISHI BHAWAN JAIPUR,Weather
52856,Minimum support price of gram..?,Market Information
71090,Farmer needs information regarding weather forecast for dewas district?,Weather
71107,TELL ME CONTROL OF ROOT ROT IN SORGHUM  ?,Plant Protection
52855,Disease control in Paddy crop ?,Plant Protection
71124,Farmer want to know information about weather forecasting?,Weather
71123,Asking about stem borer in paddy,Plant Protection
71122,farmer want to know information about  weather of  Rehli  ?,Weather
52852,Information regarding to weather jind ?,Weather
71121,Information regarding Weather in hisar. ?,Field Preparation
52853,root weevil problem in paddy...?,Field Preparation
71120,farmer want to know information about weather in agar dist. ?,Weather
71119,Guar Leaf hoppers,Plant Protection
71118,Asked about control of red leaves of black gram ?,Cultural Practices
71117,marketing sambandhit jankari  ..?,Government Schemes
71116,fungal problem in apple plant ?,Plant Protection
52854,asking about fungal problem in mango plant ?,Weather
71114,ASKED ABOUT CONTROL OF HAZARDOUS EFFECT OF WEEDICIDE IN SOYABEAN?,Nutrient Management
71113,CONTROL OF FRUIT DROP IN LITCHI DUE TO FUNGAL EFFECT,Plant Protection
71112,APHID CONTROL IN TOMATO....?,Plant Protection
71111,fangash cantrol of pddy crops .....?,Field Preparation
71110,Termite problem in maize  ?,Plant Protection
71108,TELL ME WHITE GRUB CONTROL OF GROUNDNUT,Plant Protection
52859,Asked about bhendi basal application,Nutrient Management
71088,Information regarding weather Fatehabad  ?,Weather
71087,Information regarding weather in HISSAR ?,Weather
52863,ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT?,Market Information
71066,fungus problem in paddy ?,Plant Protection
52864,ASKING ABOUT ATTACK OF WHITE GRUB?,Cultural Practices
52865,asking about root grub in groundnut,Plant Protection
71064,weather information in fatapur ?,Market Information
52866,Weather Information District Farrukhabad.....?,Weather
71063,ASKING ABOUT THE CONTROL OF SHOOT FLY IN WHEAT.,Plant Protection
71062,Farmer want to know information about weather forecasting in ashoknagar district?,Weather
71061,Leaf spot disease problem in Barseem crop ...?,Plant Protection
52867,nutrent management in onion..?,Plant Protection
71060,information about cucumber.....?,Nutrient Management
71059,plantetion infarmetion of bitter gourd ?,Plant Protection
71058,Farmer want to know information about how to control sucking pest in tomato crop?,Plant Protection
71057,YELLOWING in  bhendi ?,Weather
71055,Farmer want to know information about weather of yourg raisen  district?,Weather
71053,asking about watermelon foliar application information,Nutrient Management
52869,TELL ME QWEEDIDIDE IN WHEAT,Plant Protection
71068,Weed Management in Paddy crop  ?,Weed Management
52862,weed,Field Preparation
71069,asked about powdery mildew in bhindi,Plant Protection
71070,Weather information in Jaunpur...?,Weather
71086,paddy weed management at 15-20 days crop,Weed Management
71085,termite control in sugar can...?,Plant Protection
71084,fartilizer management of sugarcane ?,Fertilizer Use and Availability
71083,nutrient management in brinjal crop,Nutrient Management
71082,farmer want to know information about weather forecast in chhatarpur  district?,Weather
52860,good growth for plant?,Cultural Practices
71081,Farmer want to know information about how to control caterpillar in soybean crop?,Plant Protection
71080,pod borer in gram?,Plant Protection
71125,NPK Dose of Mentha Crop?,Fertilizer Use and Availability
71079,Insect pest control in oil crop ?,Plant Protection
71077,TELL ME CONTROL OF YELLOWING IN BOTTLE GOURD,Plant Protection
71076,first top dressing use fertilizer in sugarcane,Fertilizer Use and Availability
52861,TELL ME ABOUT PEST CONTROL IN MAIZE ?,Plant Protection
71075,TELL ME WEATHERREPORT IN BARMER,Weather
71074,TELL ME VERITY IN MOONG,Varieties
71073,farmer want to know How to control sucking  pest in soybeen crop?,Plant Protection
71072,How to control of fungal attack in onion crop?,Cultural Practices
71071,TELL ME ABOUT  INSECT CONTROL IN GUAR,Plant Protection
71078,aloe vera information.....?,Plant Protection
71051,Farmer needs information regarding how to control Girdle beetle in      Soybean crop?,Plant Protection
52851,ASKING ABOUT MICRO NUTRIENT DEFICIENCE IN PADDY,Nutrient Management
71128,Pre Emergence Herbicide use of sugarcane crop..?,Cultural Practices
52842,Ask about groundnut leaf yellow (chlorosis) problem,Fertilizer Use and Availability
71182,Farmer needs information regarding control measures of caterpillar in urdbean?,Plant Protection
71181,ASKED ABOUT MARIGOLD GROWTH SPRAY?,Plant Protection
71180,TELL ME SUBSIDY ON POMEGRANATE ORCHARD WITH DRIP SYSTEM ?,Government Schemes
52843,INFORMATION ABOUT WEATHER OF jhansui ?,Weather
71179,TELL ME ABOUTT WEATHER INFORMATION ?,Weather
71178,ASKING ABOUT FERTILISER DOSE FOR Sugar Cane?,Fertilizer Use and Availability
71177,blight attack in paddy?,Plant Protection
71176,BLACKGRAM VARIETIES,Varieties
71175,Farmer need information regarding flower drop problem in chilies crop.,Plant Protection
71174,Asking about Mushroom spawn availability,Government Schemes
71173,TELL ME DISEASE CONTROL IN FRUIT ?,Weather
71172,Asking about coconut nutrient application for 1 year trees,Nutrient Management
71171,DRENCHINGN IN COTTON?,Fertilizer Use and Availability
52844,Regarding Weather Forecast?,Plant Protection
71170,TELL ME  apid control in cumin,Plant Protection
71169,information regarding Control of disease in onion plant ?,Plant Protection
52841,Termite problem of maize crop....?,Plant Protection
71168,weather information in reabareilli ?,Government Schemes
71183,Farmer need information regarding control measure of fungal attack in maize crop.,Plant Protection
52840,planting time of papaya ?,Plant Protection
71199,TELL ME MSROOM TERNING CENTER DURGAPURA,Government Schemes
71197,ASKING ABOUT CONTROL OF PREMATURE FRUIT DROPPING  IN UCUMBER.,Plant Protection
71196,Weather information   ?,Weather
71195,asking about weather report for Anaimalai,Weather
52837,TELL ME ABOUT WEED CONTROL,Weed Management
71194,asking about kuruvai season suitable varieties,Cultural Practices
71193,TELL NE INSECT CONTROLE IN CUMIN ?,Plant Protection
71192,About weather information dist etawah (takha)?,Weather
71191,asking about fishery farm information,Weather
52838,TELL ME FOR CONTROL OF TERMITE IN GRAM,Plant Protection
71190,disease problem in cucumber..?,Plant Protection
71189,Farmer needs information regarding weather for Morena  dist. of state madhya pradesh?,Weather
71188,information regarding varieties of palak ?,Cultural Practices
52839,How to control flower dropping in bhiwani?,Nutrient Management
71187,humani control,Plant Protection
71186,Asking about papaya planting season,Field Preparation
71185,Asked about sesame foliar application information,Nutrient Management
71184,mera-71 kharpatawarnashi prayog ke kitane din bad phasal lagaye .,Government Schemes
71167,ASKING ABOUT Medicinal and Aromatic Plants RELATED INFORMATION,Government Schemes
52845,asking about weather report for trichy,Weather
71166,TELL ME CONTROL OF FUNGS IN CUMIN ?,Plant Protection
71145,Leaf eating Caterpillar in Paddy seedlings,Plant Protection
71144,CONTROL OF LEAF BLIGHT IN BITTER GOURD.,Plant Protection
71143,ask about fertilizer,Fertilizer Use and Availability
71142,TELL ME ABOUT THE MANDI RATE OF GUAR IN JODHPUR MANDI ?,Market Information
52850,weather information of kadipur sultanpur?,Weather
71140,Root borer insect problem in Sugarcane crop....?,Plant Protection
71139,saking pest of papaya ?,Cultural Practices
71138,ask about planting of plantation crop,Field Preparation
71137,farmer want to know information about How to control of fungal attack in bhindi crop?,Weather
71136,Asked about Gingelly villupuram market rate,Market Information
71135,Asking about uzhavar card details,Cultural Practices
71134,information about fertilizer use in menthe..?,Fertilizer Use and Availability
71133,information about weather of jaupur ?,Fertilizer Use and Availability
71132,TELL ME MANDI RATE OF JEERA IN SHANCHOR MANDI ?,Market Information
71131,TELL ME TERMIRT CONTROL IN GUAR,Plant Protection
71130,TELL ME CONTROL OF FUIRT BRICKING IN WATER MILON,Nutrient Management
71129,Farmer needs information regarding weather information for SHEOPUR  district of state Madhya pradesh?,Weather
52849,"Farmer wants to know information about weather in sohagpur, hoshangabad district ?",Weather
71147,Shoot borer in paddy ?,Plant Protection
71148,stem rust problem in wheat crop,Plant Protection
71149,Weather information of saharanpur  ?,Weather
52846,TELL ME  ABOUT VARIETY OF DESHI COTTON,Varieties
52847,"plZ, tell me weather information for pilibhit?",Weather
71165,Farmer need information regarding control measures of white fly in cotton crop?,Plant Protection
52848,Asking about Market rate for cotton,Market Information
71163,"plz, tell me weather information for gyanpur?",Weather
71162,information about DBT?,Government Schemes
71161,TELL ME FERTILIZER IN AONLA,Fertilizer Use and Availability
71160,TELL ME ABOUT TIKKA DISEASE CONTROL IN GROUNDNUT,Plant Protection
71127,aphid,Plant Protection
71159,Farmer wants to know information about how to increase growth of wheat crop?,Nutrient Management
71157,Farmer need weather information of shahdol district  of madhya pradesh.?,Weather
71156,information about melting gum from mango plant ?,Plant Protection
71155,Jasmine bud warm and leaf webber control,Weather
71154,WEATHER INFORMETION..,Weather
71153,"WEATHER REPORT OF LABPUR, Birbhum DISTRICT.",Weather
71152,fruit borer control management in pomegranate?,Plant Protection
71151,information for flower droping control in bottle gourd ?,Nutrient Management
71150,information about sugarcane.......?,Weed Management
71158,TELL ME SHOOT BOROR CONTROL IN PAPAYA ?,Plant Protection
70607,Stem borer in paddy?,Plant Protection
71049,TELL ME NUTRIENT MANAGEMENT IN MOONG,Fertilizer Use and Availability
52872,Asking about Getting kissan credit card,Cultural Practices
52897,information regarding to weather in Panipat?,Weather
70956,information about pumpkin variety,Cultural Practices
70955,Asked about Termites in sugarcane,Nutrient Management
70954,TELL ME CONTROL OF LEAF CURL IN URD,Plant Protection
52898,Information regarding control of zinc deficiency in cotton ?,Fertilizer Use and Availability
70953,caterpillar in mentha......?,Plant Protection
